bronx_pace_bkt,pace_diff_bkt,runners,bronx_pace_bkt_1,p10,p50,p90
13:20,-60.0,2,13:20,-188.0,-70.0,70.0
15:10,-140.0,3,15:10,-170.0,-80.0,-10.0
06:50,-10.0,20,06:50,-120.0,-60.0,-20.0
08:00,0.0,15,08:00,-160.0,-70.0,-20.0
14:00,-210.0,4,14:00,-210.0,-115.0,0.0
11:30,-40.0,11,11:30,-190.0,-100.0,-10.0
07:40,-110.0,38,07:40,-140.0,-70.0,-20.0
11:40,-20.0,9,11:40,-190.0,-100.0,-10.0
16:10,-240.0,4,16:10,-240.0,-25.0,18.0
11:00,20.0,5,11:00,-190.0,-100.0,-10.0
10:20,90.0,2,10:20,-180.0,-90.0,-10.0
12:00,-140.0,18,12:00,-210.0,-100.0,4.0
07:40,-180.0,10,07:40,-140.0,-70.0,-20.0
11:00,-210.0,15,11:00,-190.0,-100.0,-10.0
11:20,-80.0,20,11:20,-180.0,-100.0,0.0
07:30,-240.0,19,07:30,-140.0,-70.0,-20.0
12:30,220.0,1,12:30,-180.0,-90.0,20.0
06:20,0.0,3,06:20,-90.0,-40.0,-20.0
07:20,10.0,6,07:20,-140.0,-60.0,-20.0
13:30,-60.0,4,13:30,-190.0,-90.0,32.0
